Age,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,TravelInsurance,Employment Type_Government Sector,Employment Type_Private Sector/Self Employed,GraduateOrNot_No,GraduateOrNot_Yes
32,350000,3,0,0,0,0,1,0,0,1
28,700000,4,0,0,0,0,0,1,0,1
29,1350000,4,0,0,1,1,0,1,0,1
25,1150000,5,0,0,0,0,0,1,1,0
26,1400000,7,1,1,1,1,0,1,0,1
27,1000000,6,0,0,0,0,0,1,1,0
32,900000,6,1,0,0,0,1,0,0,1
25,750000,6,0,0,0,1,1,0,0,1
29,600000,4,0,0,0,1,0,1,0,1
28,750000,4,0,0,0,0,0,1,0,1
33,400000,6,0,0,0,1,1,0,0,1
33,600000,4,0,0,0,0,1,0,0,1
28,1200000,3,0,0,0,0,0,1,0,1
25,1750000,3,0,0,1,1,0,1,0,1
28,800000,4,0,0,0,0,0,1,0,1
28,750000,6,1,0,0,0,0,1,0,1
29,500000,4,0,0,0,0,0,1,0,1
34,850000,2,0,0,0,0,0,1,0,1
27,500000,4,0,0,0,0,1,0,0,1
28,1150000,6,1,0,0,0,0,1,0,1
27,750000,5,0,0,0,0,1,0,0,1
25,1700000,5,0,1,1,1,0,1,1,0
28,1300000,4,1,0,0,0,0,1,0,1
26,500000,3,0,0,0,0,0,1,0,1
26,1300000,5,0,0,0,0,0,1,0,1
28,500000,3,0,0,0,0,0,1,0,1
28,1450000,5,0,1,1,1,0,1,0,1
34,1000000,6,1,0,0,1,0,1,0,1
32,350000,3,1,0,0,0,1,0,0,1
34,1300000,2,0,0,0,0,1,0,0,1
26,1400000,4,1,0,1,1,0,1,0,1
31,1250000,6,0,0,0,1,0,1,0,1
28,300000,6,0,0,0,1,1,0,0,1
28,600000,4,1,0,0,0,1,0,0,1
29,1350000,5,0,0,1,1,0,1,0,1
31,400000,3,0,0,0,0,1,0,1,0
27,750000,5,0,0,0,0,1,0,0,1
29,1200000,3,0,0,0,0,0,1,0,1
30,800000,4,0,0,0,0,0,1,1,0
30,550000,5,1,0,0,1,0,1,1,0
31,1250000,5,0,0,0,1,0,1,0,1
28,750000,2,0,0,0,0,0,1,0,1
31,1250000,4,0,0,0,1,0,1,0,1
26,500000,5,0,0,0,0,0,1,0,1
27,750000,5,0,0,0,0,1,0,0,1
28,1200000,5,0,0,0,0,1,0,0,1
33,600000,8,0,0,0,1,1,0,0,1
33,1750000,6,0,0,0,1,1,0,0,1
33,650000,5,0,1,0,1,1,0,0,1
26,600000,7,1,0,0,0,0,1,0,1
29,500000,4,0,0,0,1,0,1,0,1
31,400000,5,0,0,0,0,1,0,0,1
33,550000,7,1,1,0,1,0,1,0,1
34,1100000,4,0,0,0,0,1,0,0,1
28,1100000,4,0,0,0,0,0,1,0,1
28,800000,3,0,0,0,0,0,1,0,1
32,350000,4,0,0,0,0,1,0,0,1
29,1200000,8,0,0,0,0,0,1,0,1
34,1400000,3,0,1,1,1,0,1,1,0
30,550000,2,1,0,0,0,0,1,1,0
34,1500000,4,1,1,1,1,0,1,0,1
27,450000,3,0,0,0,0,0,1,1,0
28,700000,4,1,0,0,0,0,1,0,1
28,1200000,7,0,0,0,0,0,1,0,1
28,1300000,6,0,0,0,0,0,1,0,1
28,750000,2,0,0,0,1,0,1,0,1
28,1450000,3,0,1,1,1,0,1,0,1
31,900000,5,0,1,0,0,0,1,0,1
26,1400000,9,1,0,1,1,0,1,0,1
30,1450000,6,0,1,1,1,0,1,1,0
32,800000,7,0,0,0,0,1,0,0,1
32,800000,5,0,0,0,0,1,0,0,1
34,1050000,3,1,0,0,0,0,1,0,1
28,1200000,4,0,0,0,0,0,1,0,1
28,700000,7,0,0,0,0,0,1,0,1
29,1100000,4,0,0,0,1,0,1,0,1
31,1250000,7,0,0,0,0,0,1,0,1
30,550000,5,0,0,0,0,0,1,1,0
28,800000,2,0,0,0,0,0,1,0,1
34,1500000,3,1,1,1,1,0,1,0,1
33,1500000,5,0,1,1,1,0,1,0,1
29,1200000,5,0,0,1,0,0,1,0,1
27,500000,5,0,0,0,0,1,0,0,1
28,700000,5,0,0,1,0,0,1,0,1
34,1500000,6,0,1,1,1,0,1,0,1
25,1150000,5,0,1,0,0,0,1,1,0
33,650000,4,1,0,0,0,1,0,0,1
28,550000,7,0,0,0,0,0,1,1,0
30,550000,3,0,0,0,0,0,1,1,0
28,1100000,4,0,0,0,1,0,1,0,1
28,300000,4,0,0,0,0,1,0,1,0
27,500000,6,1,0,0,0,1,0,0,1
28,1200000,3,1,1,0,0,0,1,0,1
28,1200000,5,1,1,0,0,0,1,0,1
33,550000,6,0,0,0,1,0,1,0,1
31,900000,4,0,0,0,0,0,1,0,1
28,300000,6,0,0,0,0,1,0,0,1
28,300000,3,0,0,0,0,1,0,0,1
25,1700000,2,1,1,0,1,0,1,0,1
28,1450000,4,0,1,1,1,0,1,0,1
28,750000,3,0,0,0,0,0,1,0,1
31,900000,5,1,1,0,0,0,1,0,1
25,1400000,4,0,1,1,1,0,1,0,1
30,550000,5,0,1,0,0,0,1,1,0
28,300000,3,0,0,0,0,1,0,0,1
25,1700000,5,0,1,0,1,0,1,1,0
26,500000,8,0,0,0,0,0,1,0,1
25,1400000,5,1,0,1,1,0,1,0,1
34,500000,5,0,0,0,0,0,1,0,1
31,400000,3,0,0,0,0,1,0,1,0
31,1250000,6,0,0,0,0,0,1,0,1
32,650000,5,1,0,0,0,1,0,0,1
27,850000,3,0,0,0,0,1,0,0,1
28,300000,7,0,0,0,1,1,0,0,1
28,1250000,4,1,0,0,0,0,1,0,1
28,700000,5,0,0,0,0,0,1,0,1
28,600000,6,0,0,0,0,1,0,0,1
29,1050000,7,0,0,0,0,0,1,0,1
26,450000,4,0,0,0,0,0,1,0,1
33,700000,2,0,0,0,0,1,0,0,1
29,350000,8,1,0,0,1,0,1,0,1
26,1500000,6,0,1,1,1,0,1,0,1
27,500000,3,1,0,0,0,1,0,0,1
33,550000,5,0,1,0,0,0,1,0,1
26,1400000,6,1,0,1,1,0,1,0,1
31,1400000,6,0,0,1,1,0,1,0,1
28,550000,4,0,1,0,0,0,1,0,1
34,1300000,4,0,0,0,1,1,0,0,1
30,650000,5,0,0,0,0,0,1,1,0
27,500000,2,0,0,0,1,1,0,0,1
28,1150000,7,1,0,0,0,0,1,0,1
28,300000,4,0,0,0,0,1,0,0,1
25,750000,6,0,0,0,0,1,0,0,1
27,850000,4,1,0,0,0,1,0,0,1
31,900000,4,1,0,0,0,0,1,0,1
34,1000000,9,0,0,0,1,0,1,0,1
33,1400000,3,0,0,1,1,0,1,0,1
25,1150000,6,1,0,0,1,0,1,1,0
28,300000,3,1,0,0,1,1,0,0,1
26,600000,3,0,0,0,0,0,1,0,1
29,1050000,3,0,0,0,1,0,1,0,1
29,1150000,4,1,0,0,0,0,1,0,1
34,1000000,5,0,1,0,0,0,1,0,1
31,900000,4,1,0,0,1,0,1,0,1
33,1000000,3,0,0,0,0,1,0,0,1
32,800000,7,0,0,0,0,1,0,0,1
25,1150000,3,0,1,0,0,0,1,1,0
34,1000000,5,0,0,0,0,0,1,0,1
31,1250000,5,0,0,0,0,0,1,0,1
28,1400000,4,0,1,1,0,0,1,0,1
35,800000,5,0,0,1,1,0,1,1,0
29,1200000,4,0,0,0,1,0,1,0,1
25,1700000,4,0,1,0,1,0,1,0,1
26,600000,6,0,0,0,0,0,1,0,1
28,1100000,4,0,0,0,0,0,1,0,1
31,1250000,7,0,0,0,0,0,1,0,1
28,1150000,9,0,0,0,0,0,1,0,1
28,1100000,7,0,0,0,1,0,1,0,1
25,1150000,3,0,1,0,0,0,1,1,0
28,1250000,3,1,0,0,1,0,1,0,1
34,850000,5,1,1,0,0,0,1,0,1
28,1100000,5,0,0,0,0,0,1,0,1
28,1150000,4,1,0,0,0,0,1,0,1
25,1800000,4,1,1,0,1,0,1,0,1
34,1500000,3,0,1,1,1,0,1,0,1
34,1100000,7,1,1,0,1,1,0,0,1
26,500000,5,1,0,0,1,0,1,0,1
25,1400000,5,1,1,1,1,0,1,0,1
28,300000,7,1,0,0,0,1,0,0,1
26,600000,3,0,0,0,0,0,1,0,1
28,550000,4,0,0,0,0,0,1,0,1
35,950000,6,0,0,1,0,0,1,1,0
29,500000,3,0,0,0,0,0,1,0,1
29,1200000,5,0,0,0,1,0,1,0,1
28,700000,4,0,0,0,0,0,1,0,1
28,550000,6,0,1,0,0,0,1,0,1
28,1250000,3,0,0,0,0,0,1,0,1
25,1150000,4,0,1,0,0,0,1,1,0
31,300000,5,0,0,0,0,1,0,1,0
34,1300000,6,0,0,0,1,0,1,1,0
28,750000,5,0,0,0,0,0,1,0,1
29,350000,9,0,0,0,0,0,1,0,1
26,500000,5,1,0,0,1,0,1,0,1
34,1050000,8,1,0,0,1,0,1,0,1
29,1350000,8,0,0,1,1,0,1,0,1
28,1350000,5,0,0,1,1,0,1,0,1
28,700000,3,0,0,0,0,0,1,0,1
34,950000,3,0,1,0,0,0,1,1,0
33,750000,7,1,0,0,1,0,1,0,1
27,1050000,7,0,0,0,1,1,0,0,1
28,300000,3,1,0,0,0,1,0,0,1
31,1350000,7,0,1,1,1,0,1,0,1
28,550000,4,0,0,0,0,0,1,0,1
31,1300000,8,0,0,0,0,1,0,0,1
29,1050000,7,0,0,0,0,0,1,0,1
30,800000,3,0,0,0,0,0,1,1,0
28,800000,4,0,1,0,0,0,1,0,1
26,1400000,6,1,0,1,1,0,1,0,1
28,750000,5,1,1,0,0,0,1,0,1
28,800000,6,0,0,1,0,0,1,0,1
31,400000,4,1,0,0,0,1,0,1,0
31,1250000,8,0,0,0,0,0,1,0,1
27,500000,5,0,0,0,0,1,0,0,1
35,800000,6,1,0,1,1,0,1,1,0
26,1400000,5,0,0,1,1,0,1,0,1
29,1100000,6,0,1,0,0,0,1,0,1
31,1300000,2,0,1,0,1,1,0,0,1
31,400000,5,0,0,0,0,1,0,0,1
35,1100000,5,0,0,0,0,1,0,0,1
28,800000,2,1,0,0,0,0,1,0,1
29,1050000,5,0,0,0,0,0,1,0,1
29,500000,4,0,0,0,0,0,1,0,1
28,700000,3,0,0,0,1,0,1,0,1
28,800000,6,1,0,0,0,0,1,0,1
31,1250000,6,0,0,0,0,0,1,0,1
27,1050000,2,0,0,0,0,1,0,0,1
31,900000,5,1,0,0,0,0,1,0,1
26,1400000,3,1,0,1,0,0,1,0,1
28,300000,8,0,0,0,0,1,0,0,1
33,400000,6,0,0,0,0,1,0,0,1
35,800000,4,0,0,0,0,0,1,1,0
26,1250000,3,1,0,0,1,0,1,0,1
28,1200000,6,1,0,0,0,0,1,0,1
31,1350000,4,0,0,1,1,0,1,0,1
28,1100000,4,0,0,0,0,0,1,0,1
28,1400000,4,0,0,1,1,0,1,0,1
28,800000,4,0,0,0,0,0,1,0,1
27,500000,2,0,0,0,0,1,0,0,1
28,800000,6,1,0,0,0,0,1,0,1
31,1250000,3,0,0,0,0,0,1,0,1
34,1500000,5,1,1,1,1,0,1,0,1
34,700000,3,0,0,0,1,0,1,0,1
25,1700000,3,0,1,0,1,0,1,0,1
29,1100000,2,0,0,0,0,0,1,0,1
30,1450000,2,1,1,1,1,0,1,1,0
34,1500000,3,1,1,1,1,0,1,0,1
32,800000,6,0,1,0,0,1,0,0,1
28,900000,4,0,1,0,1,0,1,0,1
28,700000,3,0,0,0,0,0,1,0,1
34,1500000,6,0,1,1,1,0,1,0,1
28,1100000,4,0,0,0,0,0,1,0,1
26,500000,6,0,0,0,0,0,1,0,1
35,900000,7,0,0,0,1,1,0,0,1
31,1100000,4,0,0,0,0,0,1,0,1
31,500000,5,0,0,0,0,0,1,0,1
29,1200000,3,0,0,1,0,0,1,0,1
31,300000,5,0,0,0,0,1,0,1,0
34,1050000,4,1,0,0,0,0,1,0,1
34,500000,6,0,0,0,0,0,1,0,1
33,750000,8,1,0,0,1,0,1,0,1
27,1050000,7,0,0,0,0,1,0,0,1
29,1200000,8,0,1,0,0,0,1,0,1
29,500000,2,0,0,0,0,0,1,0,1
26,600000,7,0,0,0,0,0,1,0,1
28,800000,3,0,0,0,0,0,1,0,1
28,800000,3,0,0,0,0,0,1,0,1
35,950000,4,0,0,0,1,0,1,1,0
28,550000,6,1,0,0,0,0,1,1,0
34,850000,4,0,0,1,0,0,1,0,1
31,400000,2,0,0,0,0,1,0,0,1
33,1500000,5,0,1,1,1,0,1,0,1
28,1100000,4,0,1,0,0,0,1,0,1
33,1100000,4,1,0,1,0,1,0,0,1
28,700000,5,0,0,0,0,0,1,0,1
28,300000,5,0,0,0,0,1,0,0,1
26,500000,5,1,0,0,0,1,0,0,1
33,600000,7,0,0,0,1,1,0,0,1
30,1450000,4,1,1,1,1,0,1,1,0
34,850000,5,1,0,0,0,0,1,0,1
29,900000,3,0,0,0,1,0,1,0,1
25,1150000,7,0,0,0,0,0,1,1,0
26,500000,6,0,0,0,0,1,0,0,1
25,750000,2,0,1,0,0,1,0,0,1
34,1500000,3,0,1,1,1,0,1,0,1
30,500000,7,1,0,0,0,0,1,1,0
28,1300000,5,1,1,0,0,0,1,0,1
29,1050000,3,0,0,0,0,0,1,0,1
32,900000,5,0,1,0,0,1,0,0,1
34,1300000,6,1,0,0,1,0,1,0,1
26,550000,4,0,0,0,0,1,0,0,1
35,800000,4,0,0,0,1,0,1,1,0
28,650000,3,0,0,0,0,0,1,0,1
29,1050000,5,0,0,0,0,0,1,0,1
34,1050000,4,1,0,0,0,0,1,0,1
26,1400000,4,0,0,1,1,0,1,0,1
28,1150000,8,0,1,0,0,0,1,0,1
28,500000,4,0,0,0,0,0,1,0,1
32,350000,5,0,0,0,0,1,0,0,1
33,1100000,8,0,0,0,1,1,0,0,1
29,1200000,4,0,0,0,0,0,1,0,1
34,700000,4,1,1,0,0,0,1,0,1
28,750000,4,0,1,0,0,0,1,0,1
25,1700000,6,0,1,0,1,0,1,1,0
31,950000,3,0,1,0,0,0,1,0,1
29,600000,5,1,0,0,0,0,1,0,1
34,850000,4,0,0,0,0,0,1,0,1
29,1200000,9,0,0,0,1,0,1,0,1
34,700000,4,0,0,0,1,0,1,0,1
25,1150000,2,0,0,1,0,0,1,1,0
31,950000,4,0,0,0,0,0,1,0,1
34,500000,5,0,0,0,0,0,1,0,1
26,1750000,3,0,0,0,0,0,1,0,1
28,1150000,3,1,0,0,0,0,1,0,1
28,1150000,4,0,0,0,0,0,1,0,1
28,1200000,5,0,0,0,0,0,1,0,1
34,1500000,3,0,1,1,1,0,1,0,1
34,1500000,3,0,1,1,1,0,1,0,1
28,1450000,5,0,1,1,1,0,1,0,1
27,850000,4,0,0,0,0,1,0,0,1
28,1200000,3,0,0,0,0,0,1,0,1
28,800000,3,1,0,0,0,0,1,0,1
25,1700000,3,0,1,0,1,0,1,0,1
26,1450000,3,0,1,1,1,1,0,0,1
25,750000,3,1,0,0,0,1,0,0,1
29,1200000,4,0,0,0,0,0,1,0,1
31,400000,6,0,0,0,0,1,0,0,1
33,1400000,5,0,0,1,1,0,1,0,1
28,1100000,5,0,0,0,0,0,1,0,1
29,1200000,4,0,0,0,0,0,1,0,1
26,550000,4,0,0,0,1,1,0,0,1
26,600000,3,0,0,0,0,0,1,0,1
28,500000,4,1,0,0,0,0,1,0,1
28,300000,6,1,0,0,0,1,0,0,1
27,350000,4,0,0,0,0,0,1,1,0
29,1100000,8,0,0,0,0,0,1,0,1
28,800000,6,0,0,1,0,0,1,0,1
29,1350000,4,0,0,1,1,0,1,0,1
28,550000,5,0,1,0,1,0,1,1,0
33,550000,3,1,0,0,1,0,1,0,1
34,1000000,3,0,1,0,0,0,1,0,1
29,1050000,7,0,1,0,1,0,1,0,1
26,500000,8,0,0,0,0,1,0,0,1
25,1400000,3,0,0,1,1,0,1,0,1
28,800000,5,0,0,0,0,0,1,0,1
25,1350000,5,1,0,1,1,0,1,1,0
35,800000,5,0,0,0,0,0,1,1,0
25,1800000,6,0,1,0,1,0,1,0,1
28,800000,4,1,1,0,0,0,1,0,1
29,600000,6,0,0,0,0,0,1,0,1
29,1200000,6,0,0,0,0,0,1,0,1
32,800000,5,1,1,0,1,1,0,0,1
28,300000,3,0,0,0,0,1,0,0,1
31,1400000,4,1,0,1,1,0,1,0,1
25,1700000,6,0,1,0,1,0,1,0,1
31,350000,4,1,0,0,0,1,0,1,0
29,1050000,5,0,0,0,0,0,1,0,1
29,1200000,5,0,0,0,0,0,1,0,1
31,1100000,4,0,1,0,0,0,1,0,1
31,400000,5,0,0,0,0,1,0,1,0
33,800000,4,0,0,0,0,1,0,0,1
34,1300000,5,0,0,1,0,0,1,0,1
28,700000,4,1,0,1,0,0,1,0,1
32,350000,3,0,0,1,0,1,0,0,1
28,900000,8,0,0,0,0,0,1,0,1
32,350000,3,0,0,1,0,1,0,0,1
34,700000,4,1,1,0,0,0,1,0,1
28,1200000,4,0,0,0,0,0,1,0,1
27,350000,5,1,0,0,0,0,1,1,0
28,300000,5,0,0,0,0,1,0,0,1
32,850000,4,0,0,0,0,1,0,0,1
28,1200000,3,0,0,0,1,1,0,0,1
31,400000,7,1,0,0,0,1,0,1,0
28,1250000,7,0,0,0,0,0,1,0,1
28,300000,5,0,0,0,0,1,0,0,1
28,550000,6,0,0,0,1,0,1,1,0
28,1200000,6,1,0,0,0,0,1,0,1
34,700000,5,0,0,0,0,0,1,0,1
34,1300000,5,0,1,0,1,1,0,0,1
27,1550000,4,0,1,0,1,0,1,1,0
26,600000,3,0,1,0,0,0,1,0,1
27,900000,4,0,0,0,0,1,0,0,1
30,750000,3,1,0,0,1,0,1,1,0
32,800000,3,1,0,0,0,1,0,0,1
28,550000,8,0,0,0,0,0,1,0,1
34,1050000,5,0,1,0,0,0,1,0,1
28,550000,5,0,0,0,0,0,1,0,1
34,500000,5,0,0,0,0,0,1,0,1
31,400000,6,1,0,0,1,1,0,0,1
26,1400000,6,0,0,1,1,0,1,0,1
28,300000,7,1,0,0,0,1,0,0,1
35,800000,5,0,0,0,1,0,1,1,0
25,1400000,5,0,0,1,1,0,1,0,1
31,1500000,2,0,1,1,1,1,0,0,1
25,1700000,3,0,1,0,1,0,1,0,1
34,1500000,4,0,1,1,1,0,1,0,1
29,1050000,7,0,0,0,0,0,1,0,1
34,1000000,3,0,0,0,0,0,1,0,1
29,500000,3,0,0,0,0,0,1,0,1
26,1400000,5,0,0,1,1,0,1,0,1
34,1500000,4,1,1,1,1,0,1,0,1
28,1100000,7,0,1,0,0,0,1,0,1
28,700000,4,0,0,0,1,0,1,0,1
27,350000,2,0,0,0,0,0,1,1,0
27,1050000,4,1,0,0,1,1,0,0,1
34,1300000,4,0,0,0,1,0,1,0,1
31,1350000,9,1,0,1,1,0,1,0,1
27,500000,4,0,0,0,0,1,0,0,1
28,1200000,4,0,0,0,1,1,0,0,1
35,1100000,3,0,0,0,0,1,0,0,1
32,350000,6,0,0,0,0,1,0,0,1
31,900000,5,0,0,0,0,0,1,0,1
26,750000,5,1,0,0,0,0,1,0,1
31,1300000,6,0,0,0,0,1,0,0,1
28,1200000,5,0,0,0,0,1,0,0,1
28,800000,7,1,0,0,1,0,1,0,1
28,700000,5,0,0,0,0,0,1,0,1
32,850000,4,1,0,0,0,1,0,0,1
28,700000,4,1,0,0,0,0,1,0,1
26,500000,3,0,0,0,0,1,0,0,1
31,1400000,3,0,0,1,1,0,1,0,1
35,1100000,4,0,1,0,1,1,0,0,1
25,600000,4,1,1,0,0,0,1,1,0
31,1250000,4,1,0,0,0,0,1,0,1
27,1000000,3,1,0,0,0,0,1,1,0
28,600000,4,1,0,0,0,1,0,0,1
33,400000,2,0,0,0,0,1,0,0,1
33,650000,4,0,0,1,1,1,0,0,1
28,700000,7,0,1,0,0,0,1,0,1
25,600000,4,1,1,0,0,0,1,1,0
28,1450000,6,0,1,1,1,0,1,0,1
28,600000,5,0,1,0,1,0,1,0,1
28,800000,4,0,0,0,0,0,1,0,1
28,300000,4,1,0,0,0,1,0,1,0
28,1150000,7,0,0,0,0,0,1,0,1
27,1550000,6,1,1,0,1,0,1,1,0
34,500000,4,0,0,0,0,0,1,0,1
33,1100000,5,0,0,0,0,1,0,0,1
30,550000,6,0,0,0,0,0,1,1,0
28,800000,5,0,0,0,0,0,1,0,1
28,1100000,6,1,0,0,0,1,0,0,1
34,1300000,4,0,0,0,1,0,1,1,0
33,1400000,3,0,0,1,1,0,1,0,1
28,300000,6,0,0,0,0,1,0,0,1
32,800000,5,0,0,0,0,1,0,0,1
31,300000,5,0,0,0,0,1,0,1,0
34,500000,4,0,0,0,0,0,1,0,1
26,750000,3,0,0,0,0,0,1,0,1
33,750000,3,1,0,0,0,0,1,0,1
33,400000,5,0,0,0,0,1,0,0,1
25,1400000,5,0,0,1,1,0,1,0,1
34,1000000,4,0,0,0,1,0,1,0,1
34,1500000,7,0,1,1,1,0,1,0,1
28,600000,7,1,0,0,1,1,0,0,1
31,1200000,7,0,0,0,0,1,0,0,1
34,1300000,4,1,0,0,0,0,1,0,1
35,800000,4,1,0,0,0,0,1,1,0
28,550000,4,1,1,0,0,0,1,0,1
25,1350000,3,1,1,1,0,0,1,1,0
33,1000000,6,0,1,0,0,1,0,0,1
33,1500000,7,0,1,1,1,0,1,0,1
34,500000,5,0,1,1,0,0,1,0,1
34,1400000,4,0,0,1,0,0,1,1,0
27,450000,8,0,0,0,0,0,1,1,0
25,1400000,5,0,1,1,0,0,1,0,1
27,450000,3,0,0,0,1,0,1,1,0
28,900000,5,0,0,0,0,0,1,0,1
29,1050000,2,0,0,0,0,0,1,0,1
34,1500000,4,1,1,1,1,0,1,0,1
28,550000,4,1,0,1,1,0,1,1,0
32,850000,7,0,1,1,1,1,0,0,1
32,900000,2,0,1,0,0,1,0,0,1
35,800000,6,0,1,0,1,0,1,1,0
34,700000,6,0,0,0,1,0,1,0,1
28,1250000,6,0,0,1,0,0,1,0,1
27,600000,4,0,0,0,0,0,1,1,0
31,1500000,4,0,1,1,1,1,0,0,1
34,1300000,7,0,0,0,1,1,0,0,1
30,550000,6,1,0,0,0,0,1,1,0
33,1750000,4,0,0,0,0,1,0,0,1
32,350000,3,1,0,1,1,1,0,0,1
31,1250000,7,0,0,0,0,0,1,0,1
31,1300000,3,1,0,0,0,1,0,0,1
28,550000,6,0,0,0,0,0,1,1,0
28,300000,6,0,0,0,1,1,0,0,1
26,500000,3,0,0,0,0,1,0,0,1
25,1150000,7,0,0,0,0,0,1,1,0
33,1100000,4,0,0,0,1,1,0,0,1
28,1100000,4,0,0,0,0,1,0,0,1
30,550000,3,0,0,0,1,0,1,1,0
34,700000,3,0,1,0,0,0,1,0,1
34,700000,3,1,0,0,0,0,1,0,1
28,300000,5,1,0,0,0,1,0,0,1
31,500000,4,1,0,0,0,0,1,0,1
29,500000,4,0,0,0,1,0,1,0,1
31,950000,5,0,0,0,0,0,1,0,1
28,800000,5,1,0,0,0,0,1,0,1
31,1350000,3,0,0,1,1,0,1,0,1
28,1200000,6,0,1,0,0,0,1,0,1
26,1400000,9,0,0,1,1,0,1,0,1
32,900000,6,0,0,0,0,1,0,0,1
25,1350000,6,0,0,1,1,0,1,1,0
34,700000,5,0,0,0,1,0,1,0,1
28,1100000,4,1,0,0,0,0,1,0,1
25,1150000,5,1,0,0,0,0,1,1,0
27,850000,3,0,0,0,1,1,0,0,1
33,1500000,4,0,1,1,1,0,1,0,1
28,1750000,5,1,0,1,0,0,1,0,1
28,1150000,6,1,0,0,0,0,1,0,1
34,1000000,6,0,1,1,1,0,1,0,1
34,500000,4,0,0,0,0,0,1,0,1
